temps		v_max_cpu	prtg_cpu	mem_tot		mem_lib		prtg_mem_lib	mem_utilisee
11:07:14	1.30		97.65		3.60		0.81		22.51%		2.79
11:07:15	1.30		95.37		3.60		0.81		22.65%		2.78
11:07:16	1.30		93.98		3.60		0.81		22.52%		2.79
11:07:17	1.30		100.00		3.60		0.80		22.37%		2.79
11:07:19	1.30		100.00		3.60		0.80		22.24%		2.80
11:07:20	1.30		100.00		3.60		0.80		22.25%		2.80
11:07:21	1.30		100.00		3.60		0.80		22.31%		2.79
11:07:22	1.30		100.00		3.60		0.80		22.18%		2.80
11:07:23	1.30		93.21		3.60		0.80		22.13%		2.80
11:07:24	1.30		89.09		3.60		0.79		21.98%		2.81
11:07:25	1.30		94.72		3.60		0.78		21.58%		2.82
11:07:26	1.30		92.33		3.60		0.77		21.48%		2.82
11:07:27	1.30		94.67		3.60		0.77		21.51%		2.82
11:07:28	1.30		91.60		3.60		0.77		21.46%		2.82
11:07:29	1.30		54.68		3.60		0.77		21.44%		2.83
11:07:30	1.30		39.59		3.60		0.77		21.30%		2.83
11:07:31	1.30		41.07		3.60		0.77		21.51%		2.82
11:07:32	1.30		50.37		3.60		0.78		21.58%		2.82
11:07:33	1.30		60.03		3.60		0.79		22.06%		2.80
11:07:34	1.30		91.55		3.60		0.80		22.16%		2.80
11:07:35	1.30		60.15		3.60		0.80		22.35%		2.79
11:07:36	1.30		73.65		3.60		0.80		22.32%		2.79
11:07:37	1.30		37.19		3.60		0.80		22.34%		2.79
11:07:38	1.30		31.80		3.60		0.80		22.34%		2.79
11:07:39	1.30		38.80		3.60		0.80		22.34%		2.79
11:07:40	1.30		28.65		3.60		0.80		22.37%		2.79
11:07:41	1.30		33.05		3.60		0.80		22.38%		2.79
11:07:42	1.30		27.91		3.60		0.80		22.38%		2.79
11:07:43	1.30		25.00		3.60		0.80		22.38%		2.79
11:07:44	1.30		25.60		3.60		0.81		22.39%		2.79
11:07:45	1.30		59.37		3.60		0.80		22.35%		2.79
11:07:46	1.30		64.33		3.60		0.80		22.35%		2.79
11:07:47	1.30		66.18		3.60		0.79		22.10%		2.80
11:07:48	1.30		85.15		3.60		0.79		21.99%		2.81
11:07:50	1.30		78.23		3.60		0.79		21.93%		2.81
11:07:51	1.30		100.00		3.60		0.78		21.68%		2.82
11:07:52	1.30		100.00		3.60		0.78		21.76%		2.81
11:07:53	1.30		100.00		3.60		0.79		22.09%		2.80
11:07:54	1.30		39.06		3.60		0.78		21.76%		2.81
11:07:55	1.30		86.05		3.60		0.78		21.62%		2.82
11:07:56	1.30		64.65		3.60		0.77		21.52%		2.82
11:07:57	1.30		69.76		3.60		0.78		21.66%		2.82
11:07:58	1.30		45.37		3.60		0.78		21.68%		2.82
11:07:59	1.30		25.63		3.60		0.78		21.68%		2.82
11:08:00	1.30		38.30		3.60		0.77		21.34%		2.83
11:08:01	1.30		28.46		3.60		0.77		21.35%		2.83
11:08:02	1.30		24.76		3.60		0.77		21.35%		2.83
11:08:03	1.30		21.10		3.60		0.78		21.69%		2.82
11:08:04	1.30		24.85		3.60		0.78		21.69%		2.82
11:08:05	1.30		29.75		3.60		0.78		21.58%		2.82
11:08:06	1.30		84.47		3.60		0.78		21.57%		2.82
11:08:07	1.30		27.39		3.60		0.78		21.67%		2.82
11:08:08	1.30		22.66		3.60		0.78		21.67%		2.82
11:08:09	1.30		30.93		3.60		0.78		21.66%		2.82
11:08:10	1.30		41.61		3.60		0.78		21.65%		2.82
11:08:11	1.30		31.00		3.60		0.78		21.67%		2.82
11:08:12	1.30		32.78		3.60		0.78		21.66%		2.82
11:08:13	1.30		42.23		3.60		0.78		21.71%		2.82
11:08:14	1.30		46.85		3.60		0.78		21.70%		2.82
11:08:15	1.30		71.33		3.60		0.77		21.53%		2.82
11:08:16	1.30		32.80		3.60		0.78		21.61%		2.82
11:08:17	1.30		24.78		3.60		0.78		21.68%		2.82
11:08:18	1.30		26.59		3.60		0.78		21.67%		2.82
11:08:19	1.30		34.38		3.60		0.78		21.55%		2.82
11:08:20	1.30		20.15		3.60		0.77		21.55%		2.82
11:08:22	1.30		51.17		3.60		0.77		21.43%		2.83
11:08:23	1.30		32.36		3.60		0.77		21.44%		2.83
11:08:24	1.30		26.93		3.60		0.77		21.52%		2.82
11:08:25	1.30		28.86		3.60		0.77		21.53%		2.82
11:08:26	1.30		24.44		3.60		0.77		21.51%		2.82
11:08:27	1.30		20.33		3.60		0.77		21.51%		2.82
11:08:28	1.30		25.73		3.60		0.77		21.51%		2.82
11:08:29	1.30		50.39		3.60		0.77		21.50%		2.82
11:08:30	1.30		33.59		3.60		0.77		21.48%		2.82
11:08:31	1.30		26.17		3.60		0.77		21.48%		2.82
11:08:32	1.30		35.37		3.60		0.77		21.48%		2.82
11:08:33	1.30		27.35		3.60		0.77		21.46%		2.82
11:08:34	1.30		28.71		3.60		0.77		21.45%		2.82
11:08:35	1.30		23.45		3.60		0.77		21.46%		2.82
11:08:36	1.30		23.41		3.60		0.77		21.46%		2.82
11:08:37	1.30		23.08		3.60		0.77		21.45%		2.82
11:08:38	1.30		69.30		3.60		0.77		21.33%		2.83
11:08:39	1.30		41.07		3.60		0.77		21.34%		2.83
11:08:40	1.30		34.09		3.60		0.77		21.46%		2.82
11:08:41	1.30		29.66		3.60		0.77		21.44%		2.82
11:08:42	1.30		24.84		3.60		0.77		21.44%		2.83
11:08:43	1.30		24.62		3.60		0.77		21.45%		2.82
11:08:44	1.30		22.47		3.60		0.77		21.46%		2.82
11:08:45	1.30		30.19		3.60		0.77		21.46%		2.82
11:08:46	1.30		28.17		3.60		0.77		21.46%		2.82
11:08:47	1.30		28.33		3.60		0.77		21.37%		2.83
11:08:48	1.30		33.07		3.60		0.78		21.73%		2.81
11:08:49	1.30		29.71		3.60		0.78		21.78%		2.81
11:08:50	1.30		63.05		3.60		0.79		21.86%		2.81
11:08:51	1.30		21.76		3.60		0.79		21.84%		2.81
11:08:52	1.30		27.88		3.60		0.79		21.84%		2.81
11:08:53	1.30		54.89		3.60		0.79		21.88%		2.81
11:08:54	1.30		76.57		3.60		0.78		21.78%		2.81
11:08:55	1.30		28.11		3.60		0.79		21.88%		2.81
11:08:56	1.30		15.48		3.60		0.79		21.88%		2.81
11:08:57	1.30		24.96		3.60		0.79		21.88%		2.81
11:08:58	1.30		32.59		3.60		0.79		21.86%		2.81
11:08:59	1.30		21.10		3.60		0.79		21.86%		2.81
11:09:00	1.30		28.10		3.60		0.79		21.86%		2.81
11:09:01	1.30		75.24		3.60		0.78		21.66%		2.82
11:09:02	1.30		54.96		3.60		0.78		21.81%		2.81
11:09:03	1.30		23.45		3.60		0.78		21.81%		2.81
11:09:04	1.30		31.78		3.60		0.78		21.82%		2.81
11:09:05	1.30		22.47		3.60		0.78		21.82%		2.81
11:09:06	1.30		23.42		3.60		0.78		21.82%		2.81
11:09:07	1.30		18.64		3.60		0.78		21.82%		2.81
11:09:08	1.30		29.25		3.60		0.78		21.81%		2.81
11:09:09	1.30		31.76		3.60		0.78		21.81%		2.81
11:09:10	1.30		83.19		3.60		0.78		21.70%		2.82
11:09:11	1.30		28.67		3.60		0.78		21.70%		2.82
11:09:12	1.30		24.78		3.60		0.78		21.81%		2.81
11:09:13	1.30		30.52		3.60		0.78		21.80%		2.81
11:09:14	1.30		24.02		3.60		0.78		21.80%		2.81
11:09:15	1.30		28.68		3.60		0.78		21.79%		2.81
